country_iso3,country_name,region,income_group,lending_type,year,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.SEC.ENRR,SE.TER.ENRR,IT.NET.USER.ZS_z,IT.CEL.SETS.P2_z,IT.NET.BBND.P2_z,IT.NET.SECR.P6_z,SE.SEC.ENRR_z,SE.TER.ENRR_z,pillar_access_adoption,pillar_infra_capacity,pillar_human_capital,n_pillars_available,dii_core_z,dii_core_0_100
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,2018,70.4343,101.602,15.1538,7.635594666219008,105.00707244873,51.1916885375977,0.4011775826438293,-0.15828202935166336,-0.015612837597491666,0.5294006844005801,0.5649233879474801,0.047424542190862826,0.12144777664608297,0.2568939234015442,0.30617396506917144,3,0.2281718883722662,63.10755483681433
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,2019,73.9124,97.3747,15.8622,7.933580412216877,103.953277587891,52.6240615844727,0.5250634521331997,-0.265751141318409,0.03165032444018169,0.6288239431966444,0.5237647257841062,0.09641896259108028,0.12965615540739536,0.330237133818413,0.3100918441875932,3,0.2566617111378005,63.994757888215624
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,2020,81.3427,98.6456,17.4181,8.053845421977124,104.125999450684,54.572811126709,0.7897220807139951,-0.23344151238302785,0.135457148006551,0.6689504906912678,0.5305108213128567,0.16307607718518694,0.27814028416548364,0.40220381934890936,0.3467934492490218,3,0.3423791842544716,66.66409017341046
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,2021,80.6899,104.825,19.8363,8.174023809364616,106.651893615723,56.8306198120117,0.7664701053243683,-0.07634487138586456,0.29679506223509694,0.7090481365397566,0.6291660989790476,0.24030458141620537,0.3450626169692519,0.5029215993874268,0.4347353401976265,3,0.4275731855181017,69.31712099442409
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,2022,80.5278,101.245,20.9534,8.452354350792579,106.031188964844,60.3906211853027,0.7606962921952961,-0.16735791064045955,0.37132594635746397,0.8019134155770933,0.6049228862076139,0.36207467775312147,0.29666919077741827,0.5866196809672786,0.48349878198036766,3,0.4555958845750215,70.1897773221383
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,2015,72.0,120.001,28.0544,6.378145481126555,108.196029663086,57.2814457564167,0.45694599236738737,0.3094690626162958,0.8450917758740069,0.10985143605082415,0.6894762943211472,0.2557251144230872,0.3832075274918416,0.4774716059624155,0.4726007043721172,3,0.44442661260879146,69.84195444335371
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,2016,72.2,118.816,31.0757,6.490856580326234,108.310737609863,52.0533712473342,0.46406975933724864,0.27934323817029155,1.046667427291882,0.14745761331072127,0.6939565075052294,0.07689845963474001,0.3717064987537701,0.5970625203013016,0.3854274835699847,3,0.45139883420835214,70.05907675854269
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,2017,72.3,117.63,31.8877,6.667255388615958,109.804237365723,51.0106696691866,0.467631642822179,0.24919199108762388,1.1008425932639185,0.20631326195651922,0.7522889725578507,0.041232779117231694,0.35841181695490143,0.6535779276102189,0.39676087583754116,3,0.46958354013422055,70.62536763086723
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,2018,72.4,117.319,31.8263,6.78900922352989,108.216751098633,45.8751983077737,0.47119352630710987,0.2412855510853394,1.0967460967236684,0.24693655753572358,0.6902856231544082,-0.13442637851860584,0.3562395386962246,0.671841327129696,0.2779296223179012,3,0.435336829381274,69.55888903145562
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,2019,74.1791,117.112,37.9802,6.86812715045433,106.086326599121,48.935497470489,0.5345629953875095,0.2360230652960372,1.5073231335159307,0.27333433739487495,0.6070764279888743,-0.029748631296522426,0.38529303034177337,0.8903287354554028,0.28866389834617595,3,0.5214285547144507,72.23987592437511
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,2020,76.002,104.722,45.4387,6.964958039173706,104.318992614746,52.971630831,0.5994925694343084,-0.07896340296218413,2.004940714060802,0.3056420656600662,0.5380486645256652,0.10830759301434699,0.26026458323606216,1.155291389860434,0.3231781287700061,3,0.5795780339555008,74.0507118795383
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,2021,77.8697,112.223,36.3513,6.819379647673352,103.569473266602,54.672,0.6660178672823566,0.11173179464918952,1.3986458824668535,0.2570696816193946,0.5087742632341185,0.16646883954387937,0.388874830965773,0.8278577820431241,0.3376215513889989,3,0.5181180547992986,72.13678347446559
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,2022,79.4451,114.581,37.4843,6.889757369513115,104.222328186035,55.0600902713579,0.7221317797039528,0.17167837190123852,1.474237585725865,0.28055128282323943,0.5342731872365051,0.17974349445980847,0.44690507580259564,0.8773944342745522,0.3570083408481568,3,0.560435950308435,73.45460725784156
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,2015,71.2,109.751,8.15349,6.336290823415248,92.8161697387695,28.6641292572021,0.428450924487943,0.048887036817525174,-0.4826608130971325,0.09588658531101132,0.08877640265440946,-0.7231322009582156,0.23866898065273406,-0.19338711389306057,-0.3171778991519031,3,-0.09063201079740986,53.17966604404374
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,2016,90.0,122.427,8.44786,6.400389669883838,90.0986175537109,28.6644096374512,1.098085019654889,0.3711443791614488,-0.4630209810685752,0.11727323311738454,-0.017364570748243977,-0.7231226105321557,0.7346146994081689,-0.17287387397559534,-0.3702435906401998,3,0.06383241159745791,57.98985064959531
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,2017,94.8667,125.87,9.49045,7.371961917799173,88.6814727783203,31.2433910195239,1.2714312032160047,0.4586745171931724,-0.3934612688878047,0.4414393395198406,-0.07271479612365793,-0.6349083717112889,0.8650528602045886,0.023989035316017954,-0.3538115839174734,3,0.17841010386771106,61.557920519361694
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,2018,95.0,129.268,11.2953,7.575242927578978,89.1818084716797,27.9285989469629,1.2761791939014173,0.5450606365750477,-0.273044953241708,0.5092642630777862,-0.05317290183612899,-0.7482910667408293,0.9106199152382325,0.11810965491803907,-0.40073198428847917,3,0.20933252862259746,62.52087735573946
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,2019,95.0,129.845,12.2425,9.258550066768278,88.2910308837891,27.7715019255456,1.2761791939014173,0.5597294979297687,-0.2098494886989578,1.0709014674764066,-0.08796450612759783,-0.7536645813624102,0.917954345915593,0.4305259893887244,-0.42081454374500404,3,0.3092219305197711,65.6315384116248
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,2020,96.3055,119.934,15.8868,9.642184586588705,86.6857810342997,29.1961193084717,1.3226795827971858,0.3077657459598549,0.033291591783669465,1.1989015300951165,-0.150661657820232,-0.7049354439908173,0.8152226643785203,0.6160965609393929,-0.42779855090552465,3,0.3345068914707962,66.41893869469888
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,2021,97.6288,133.597,17.581,9.553488110065597,89.5956009698649,27.4258937503291,1.369813986953272,0.6551152306904506,0.1463255402933057,1.169307857048356,-0.03701117409247358,-0.7654861332041261,1.0124646088218614,0.6578166986708308,-0.4012486536482998,3,0.4230108846147975,69.17504614488452
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,2022,98.9704,116.108,19.805,9.956835589523491,89.8513650597627,31.1925368707703,1.4176002157871004,0.21049873808608957,0.294706783054155,1.3038851694650688,-0.02702165131073893,-0.6366478414315304,0.814049476936595,0.7992959762596119,-0.3318347463711347,3,0.4271702356083575,69.30457271034281
BTN,Bhutan,South Asia,Lower middle income,IDA,2015,39.8,91.241,3.76361,2.990877118792378,85.2313079833984,,-0.6899804897802547,-0.42168596782005985,-0.7755456377243793,-1.020314229666893,-0.20746983477425124,,-0.5558332288001573,-0.8979299336956361,-0.20746983477425124,3,-0.5537443324233482,38.757861167632605
BTN,Bhutan,South Asia,Lower middle income,IDA,2016,46.5,93.3821,2.20481,3.613690397775476,85.6766128540039,,-0.45133429628990673,-0.3672535604602797,-0.8795459440263631,-0.8125119215041232,-0.1900773104698864,,-0.4092939283750932,-0.8460289327652432,-0.1900773104698864,3,-0.4818000572034076,40.998281581311126
BTN,Bhutan,South Asia,Lower middle income,IDA,2017,54.3,96.8566,2.2148,4.767790984795741,86.5600433349609,14.8354989456323,-0.17350738446532274,-0.2789226093736621,-0.8788794293612638,-0.4274450420271894,-0.15557266629124045,-1.1961414694043055,-0.22621499691949243,-0.6531622356942266,-0.675857067847773,3,-0.518411433487164,39.85816480970928
BTN,Bhutan,South Asia,Lower middle income,IDA,2018,63.5,92.6023,1.42177,5.178247631425676,87.5722870683987,14.9303808051574,0.15418589614828934,-0.38707813253031675,-0.9317889513696435,-0.29049574847693804,-0.116036890022235,-1.1928960287531645,-0.1164461181910137,-0.6111423499232908,-0.6544664593876998,3,-0.4606849758340014,41.65582742761897
BTN,Bhutan,South Asia,Lower middle income,IDA,2019,74.1794,95.3473,1.14719,6.170100106480023,90.6185575459377,15.9420291550317,0.5345736810379642,-0.3172929948895727,-0.950108430523094,0.04043687712439039,0.0029430197331257457,-1.1582925260838957,0.10864034307419576,-0.4548357766993518,-0.577674753175385,3,-0.30795672893351367,46.41194570186835
BTN,Bhutan,South Asia,Lower middle income,IDA,2020,76.8508,96.7703,0.414153,6.530017566067337,89.7711428873908,16.8650740250552,0.6297258364543995,-0.2811165829177043,-0.9990153284770888,0.16052371755342051,-0.030154934090309816,-1.1267197116492338,0.1743046267683476,-0.41924580546183415,-0.5784373228697718,3,-0.2744595005210861,47.455084632762095
BTN,Bhutan,South Asia,Lower middle income,IDA,2021,85.6369,100.331,0.364566,6.706016788887508,92.5248380307052,14.7382447141292,0.9426764813238835,-0.19059420055071094,-1.0023236831015414,0.21924604408537895,0.0773976952842192,-1.1994680572051293,0.37604114038658626,-0.3915388195080812,-0.561035180960455,3,-0.19217762002731664,50.01742894953413
BTN,Bhutan,South Asia,Lower middle income,IDA,2022,86.2903,95.1298,0.631824,6.932877644493102,89.9829129407455,14.5780698560857,0.96594982801442,-0.3228224183638393,-0.9844927144964248,0.2949384081011156,-0.021883711287603545,-1.2049468494440994,0.32156370482529034,-0.3447771531976546,-0.6134152803658515,3,-0.21220957624607192,49.393612759834376
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,2015,37.3121,157.735,1.67228,3.556497870437919,,26.8692925538756,-0.7785965890018421,1.2687668344690581,-0.9150753789217926,-0.8315942686400282,,-0.7845247161164494,0.245085122733608,-0.8733348237809104,-0.7845247161164494,3,-0.47092480572125056,41.33694835292048
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,2016,42.2576,147.173,2.64264,3.9164518922600062,,22.6605855291776,-0.6024436412546011,1.0002529460313394,-0.8503347212215149,-0.7114952291827599,,-0.9284838346989125,0.19890465238836913,-0.7809149752021374,-0.9284838346989125,3,-0.5034980525042269,40.32258318197021
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,2017,47.8587,142.962,1.43086,4.213834083739367,,21.4762885165012,-0.40293898538015516,0.893198223042205,-0.9311824830707693,-0.6122733469890904,,-0.9689927969726579,0.2451296188310249,-0.7717279150299299,-0.9689927969726579,3,-0.498530364390521,40.47728221569749
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,2018,54.2022,147.065,1.74169,4.882184007597303,,,-0.17699090651358482,0.9975073012717034,-0.9104444697221385,-0.3892776891815767,,,0.4102581973790593,-0.6498610794518576,,2,-0.11980144103639914,52.27129930099134
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,2019,61.3865,160.662,2.10301,5.344233812748624,,21.4965480211896,0.07890548869428178,1.3431788919825216,-0.8863378552282761,-0.23511428381332306,,-0.968299819195696,0.7110421903384017,-0.5607260695207996,-0.968299819195696,3,-0.272661232792698,47.51108458155057
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,2020,69.523,161.859,3.58604,5.572372210604809,,22.4017870513653,0.36871813844565715,1.3736097880684854,-0.7873927857806041,-0.1589956664767167,,-0.9373360547602543,0.8711639632570713,-0.4731942261286604,-0.9373360547602543,3,-0.17978877254394776,50.40323069288113
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,2021,78.738,173.252,5.54838,5.817752019315794,70.6292572021484,21.2032904951187,0.6969457015820089,1.6632498875734019,-0.6564690232269509,-0.0771244342031585,-0.7777903946215411,-0.9783307134164382,1.1800977945777054,-0.3667967287150547,-0.8780605540189896,3,-0.021586496052112974,55.32981600712835
BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,2022,80.3696,178.205,4.53192,5.915362072202042,,20.7095613715302,0.7550613925221361,1.7891682069667008,-0.724285389241651,-0.044556736990969195,,-0.9952187526724834,1.2721147997444184,-0.3844210631163101,-0.9952187526724834,3,-0.03584167201479168,54.88589483161121
CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,2015,2.9,26.8397,0.0401355,0.19557866426798634,,,-2.0043154957196334,-2.0589368183639003,-1.0239690971211115,-1.9529685105814067,,,-2.031626157041767,-1.488468803851259,,2,-1.760047480446513,1.1923121416181095
CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,2016,3.1,26.4836,0.0156142,0.19239501134311246,13.9465503692627,,-1.997191728749772,-2.0679898192797,-1.0256051137434636,-1.9540307397414178,-2.9916789489677282,,-2.0325907740147358,-1.4898179267424407,-2.9916789489677282,3,-2.171362549908302,0.0
CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,2017,4.0,24.5204,0.0129133,0.3487047635692945,15.8074398040772,,-1.9651347773853969,-2.1178995395770803,-1.0257853128885055,-1.9018778258633038,-2.918997137338905,,-2.0415171584812386,-1.4638315693759045,-2.918997137338905,3,-2.141448621732016,0.0
CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,2018,5.1,26.2216,0.0124624,0.4792874808014126,,,-1.9259540590511606,-2.074650550085483,-1.0258153961179843,-1.8583087643761984,,,-2.0003023045683217,-1.4420620802470914,,2,-1.7211821924077064,2.4026180963232235
CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,2019,7.50916,32.2627,0.0100916,0.6987231450029763,,,-1.8401425868856074,-1.9210698597388534,-1.0259735715902583,-1.785093823312694,,,-1.8806062233122303,-1.4055336974514763,,2,-1.6430699603818533,4.835115173452843
CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,2020,,36.426,,0.7855636932562644,,,,-1.8152277965185586,,-1.7561193826928378,,,-1.8152277965185586,-1.7561193826928378,,2,-1.785673589605698,0.3942881444637195
CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,2021,,35.817,0.00976115,0.6821224478968696,,,,-1.8307101822465053,-1.0259956186143906,-1.7906326634308631,,,-1.8307101822465053,-1.4083141410226268,,2,-1.619512161634566,5.5687298085770545
CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,2022,,38.8218,0.0160846,1.0857089118541803,,,,-1.754320243600637,-1.0255737295093834,-1.6559756135835755,,,-1.754320243600637,-1.3407746715464794,,2,-1.5475474575735584,7.80978639785696
CAN,Canada,North America,High income,Not classified,2015,90.0,82.7674,36.4699,8.127919538622143,111.737281799316,67.2690963745117,1.098085019654889,-0.6371072218501539,1.4065586591716361,0.6936653979249185,0.8277889828024438,0.5973534034089953,0.23048889890236757,1.0501120285482775,0.7125711931057196,3,0.6643907068521214,76.69186773405667
CAN,Canada,North America,High income,Not classified,2016,91.16,84.5919,36.8233,9.232304264776651,111.607330322266,69.2459411621094,1.1394028680800836,-0.5907236212579727,1.4301368656427171,1.0621445279288941,0.8227133944310279,0.6649715178386454,0.27433962341105544,1.2461406967858055,0.7438424561348367,3,0.7547742587772325,79.5065066219284
CAN,Canada,North America,High income,Not classified,2017,92.7014,86.1024,37.8277,10.187401986949826,111.974517822266,70.2687072753906,1.1943057401168036,-0.5523227285780659,1.4971486103499998,1.3808138914219865,0.8370548443894015,0.6999553043840008,0.32099150576936886,1.4389812508859932,0.7685050743867011,3,0.8428259436806878,82.24852871768805
CAN,Canada,North America,High income,Not classified,2018,94.64,89.0495,38.7334,10.339863717219497,111.833679199219,69.3507232666016,1.2633564133556674,-0.47739967606767025,1.5575752702279233,1.4316829087111749,0.8315540305963539,0.6685555970623579,0.3929783686439986,1.494629089469549,0.7500548138293559,3,0.8792207573143012,83.38190150054668
CAN,Canada,North America,High income,Not classified,2019,91.9129,90.9589,40.0768,10.487766395194294,110.980072021484,73.1128768920898,1.1662202888381257,-0.42885769362277526,1.6472044795466843,1.4810307933882638,0.7982142120469888,0.7972403253456154,0.3686812976076752,1.564117636467474,0.7977272686963022,3,0.9101754009238171,84.34586166595093
CAN,Canada,North America,High income,Not classified,2020,92.3,84.7748,40.795,10.59312167865299,109.628059387207,75.2389068603516,1.1800083398082921,-0.586073821012256,1.6951214797943652,1.5161826949591581,0.745407889561685,0.8699613293296913,0.29696725939801805,1.6056520873767617,0.8076846094456882,3,0.9034346520734893,84.13594765567582
CAN,Canada,North America,High income,Not classified,2021,93.9371,87.4056,41.6931,10.681509544647236,108.337341308594,79.7657318115234,1.2383199343400904,-0.5191919484784602,1.755041081468609,1.5456733997771015,0.6949955832201119,1.0248016938700466,0.3595639929308151,1.6503572406228553,0.8598986385450793,3,0.9566066240329166,85.7917787978933
CAN,Canada,North America,High income,Not classified,2022,94.0,91.2387,42.1792,10.684057062778203,107.479377746582,78.8984985351562,1.2405603590521117,-0.42174443988438554,1.7874727910486672,1.5465233818914295,0.6614856149050056,0.9951379189057717,0.4094079595838631,1.6669980864700484,0.8283117669053887,3,0.9682392709864334,86.15403166123929
CHE,Switzerland,Europe & Central Asia,High income,Not classified,2015,87.4791,135.723,44.6716,8.844925766759458,103.913391113281,60.8185615539551,1.0082934988832746,0.7091637562366153,1.9537611945815538,0.9328952830315573,0.5222068571757378,0.37671240803834477,0.858728627559945,1.4433282388065556,0.44945963260704125,3,0.917172166324514,84.56374830092666
CHE,Switzerland,Europe & Central Asia,High income,Not classified,2016,89.1347,134.236,45.0861,9.752532449679634,104.09513092041,61.1939888000488,1.0672640418597847,0.6713602955182955,1.9814158821374768,1.2357192111319828,0.5293051716591696,0.38955392328811883,0.8693121686890402,1.6085675466347298,0.4594295474736442,3,0.979103087599138,86.49234233898473
CHE,Switzerland,Europe & Central Asia,High income,Not classified,2017,89.6861,131.17,46.3318,10.402837469080351,103.900062561035,62.4597206115723,1.086904267395692,0.5934144915086339,2.064526724811573,1.4526941675136869,0.5216862763687836,0.4328483685606031,0.8401593794521629,1.75861044616263,0.4772673224646934,3,1.0253457160264954,87.93238643414139
CHE,Switzerland,Europe & Central Asia,High income,Not classified,2018,91.8,126.681,45.605,11.12955086759832,104.188026428223,64.3533935546875,1.162198922383639,0.47929227552710424,2.016035948175518,1.6951628602676556,0.5329334440721951,0.4976215842238826,0.8207455989553717,1.8555994042215869,0.5152775141480388,3,1.0638741724416658,89.1322030977492
CHE,Switzerland,Europe & Central Asia,High income,Not classified,2019,93.1461,126.921,46.9124,11.469853316475453,104.071113586426,66.3093414306641,1.2101454359742898,0.4853937083262952,2.103263302845273,1.808705131661696,0.5283671130556901,0.5645249183277902,0.8477695721502925,1.9559842172534845,0.5464460156917401,3,1.1167332683651725,90.77829095107143
CHE,Switzerland,Europe & Central Asia,High income,Not classified,2020,94.3499,127.376,46.4814,11.69527461034529,104.211616516113,68.0676422119141,1.253023389365884,0.49696100800809423,2.074507765241889,1.8839171843842608,0.5338548154832264,0.6246677197122057,0.8749921986869891,1.979212474813075,0.579261267597716,3,1.1444886470325935,91.6426226406432
CHE,Switzerland,Europe & Central Asia,High income,Not classified,2021,95.5694,123.212,47.9433,11.851888584673114,103.605186462402,71.893928527832,1.296460558464612,0.3911011489421351,2.172043079446963,1.9361716022878166,0.5101691337305796,0.7555461111638431,0.8437808537033735,2.05410734086739,0.6328576224472113,3,1.1769152723393248,92.65242186458157
CHE,Switzerland,Europe & Central Asia,High income,Not classified,2022,96.4528,123.971,46.6748,11.92685599954657,103.392356872559,74.1526794433594,1.3279262371704885,0.41039693016957574,2.08741106216183,1.961184559418621,0.5018565280117179,0.8328068444456969,0.8691615836700322,2.0242978107902254,0.6673316862287073,3,1.186930360229655,92.96430223707382
CHL,Chile,Latin America & Caribbean ,High income,IBRD,2015,76.6296,128.584,15.0681,5.411739952016233,100.921676635742,86.4181137084961,0.6218469501857327,0.5276715530973541,-0.021330586025821222,-0.2125907891667884,0.40535777198256756,1.2523468826280697,0.5747592516415434,-0.1169606875963048,0.8288523273053187,3,0.42888363045018574,69.35792962815997
CHL,Chile,Latin America & Caribbean ,High income,IBRD,2016,83.5586,127.565,15.9005,7.118216546251112,101.488136291504,88.8458862304688,0.8686498568565716,0.5017658863374568,0.03420563091398585,0.3567769283724738,0.42748230728550757,1.3353890117976557,0.6852078715970142,0.19549127964322985,0.8814356595415817,3,0.5873782702606086,74.2936194437059
CHL,Chile,Latin America & Caribbean ,High income,IBRD,2017,82.3275,124.001,16.501,8.885248349756788,102.294822692871,89.921989440918,0.8247995092735916,0.41115960926947465,0.07426990082310919,0.9463489554253302,0.4589895145224237,1.3721971974876872,0.6179795592715331,0.5103094281242196,0.9155933560050554,3,0.6812941144669361,77.21825762908563
CHL,Chile,Latin America & Caribbean ,High income,IBRD,2018,84.9,133.27,17.2067,8.987721774078448,103.173049926758,91.1974792480469,0.9164289619234305,0.6468020285015533,0.12135292376210713,0.9805393216521906,0.4932909325360306,1.415825415683362,0.7816154952124919,0.5509461227071488,0.9545581741096963,3,0.762373264009779,79.74314763880709
CHL,Chile,Latin America & Caribbean ,High income,IBRD,2019,85.0176,130.493,17.865,9.29410560826238,104.405769348145,92.0659713745117,0.9206177369017087,0.5762033664875835,0.16527350474657954,1.0827646114390965,0.5414379525041313,1.4455322497034024,0.7484105516946461,0.624019058092838,0.9934851011037669,3,0.7886382369637502,80.56106652659766
CHL,Chile,Latin America & Caribbean ,High income,IBRD,2020,87.4593,129.414,19.4306,9.452962233488314,103.691688537598,89.1124877929688,1.0075882459532581,0.5487723415278883,0.26972749470448676,1.1357672921828275,0.5135476942281968,1.3445081369173144,0.7781802937405733,0.7027473934436571,0.9290279155727557,3,0.8033185342523286,81.01822642741884
CHL,Chile,Latin America & Caribbean ,High income,IBRD,2021,90.2328,136.572,22.014,9.45139899024276,106.673522949219,96.2227935791016,1.1063770844078074,0.7307475747637522,0.4420872530445849,1.135245714423316,0.6300108880962316,1.5877166443797492,0.9185623295857798,0.7886664837339504,1.1088637662379903,3,0.9386975265192401,85.23407066145663
CHL,Chile,Latin America & Caribbean ,High income,IBRD,2022,93.5377,135.114,22.7902,9.355675298221941,106.068328857422,99.3372802734375,1.2240937717012776,0.6936813705086686,0.49387390800455394,1.10330740350569,0.6063734800074212,1.6942478799165297,0.9588875711049731,0.798590655755122,1.1503106799619753,3,0.9692629689406901,86.18591069243594
CHN,China,East Asia & Pacific,Upper middle income,IBRD,2015,50.3,92.5401,19.8438,3.023310019973753,,47.1192619330726,-0.31598272386254533,-0.3886594205307738,0.29729544862030666,-1.009492957941748,,-0.09187309507370167,-0.35232107219665953,-0.35609875466072066,-0.09187309507370167,3,-0.26676430731036066,47.694721044468295
CHN,China,East Asia & Pacific,Upper middle income,IBRD,2016,53.2,97.2139,22.9761,3.8835523016447495,,49.309077375597,-0.21268810279955877,-0.269839101293867,0.506276818539285,-0.7224722123302981,,-0.01697030447456283,-0.24126360204671288,-0.10809769689550658,-0.01697030447456283,3,-0.12211053447226076,52.199391702298044
CHN,China,East Asia & Pacific,Upper middle income,IBRD,2017,54.3,104.073,27.9101,5.340654620771797,,51.0678812273407,-0.17350738446532274,-0.09546269415666242,0.8354643418225722,-0.2363084849956688,,0.043189704471327764,-0.1344850393109926,0.2995779284134517,0.043189704471327764,3,0.06942753119126228,58.16408855965292
CHN,China,East Asia & Pacific,Upper middle income,IBRD,2018,59.2,116.229,28.7089,6.096978826357764,,53.3987984572814,0.0010249062962751465,0.2135748771223481,0.8887588277566398,0.016039884802660737,,0.12291889159264285,0.10729989170931162,0.4523993562796503,0.12291889159264285,3,0.22753937986053488,63.087857856378065
CHN,China,East Asia & Pacific,Upper middle income,IBRD,2019,64.0809,122.67,31.5611,6.59405593424928,,56.6050917923292,0.174876877312251,0.3773220798706293,1.0790524341426535,0.18189018671559476,,0.23259037970565252,0.27609947859144013,0.6304713104291242,0.23259037970565252,3,0.3797203895754056,67.82693458898939
CHN,China,East Asia & Pacific,Upper middle income,IBRD,2020,70.0528,120.497,33.907,6.855891979310019,,61.6124675996947,0.3875889971488196,0.3220786904012899,1.2355666236177776,0.26925205962342835,,0.4038680199427308,0.3548338437750548,0.752409341620603,0.4038680199427308,3,0.5037037351127962,71.68790639597391
CHN,China,East Asia & Pacific,Upper middle income,IBRD,2021,73.0532,121.492,37.5612,6.989253535191668,,66.8186077597542,0.49445974923067626,0.3473742138812682,1.4793682141288818,0.3137482835601324,,0.5819444087863349,0.42091698155597224,0.8965582488445071,0.5819444087863349,3,0.633139879728938,75.7186841024602
CHN,China,East Asia & Pacific,Upper middle income,IBRD,2022,75.6113,124.195,41.3736,7.184107906967672,,71.5799465086024,0.5855762906586849,0.4160916007821535,1.7337246214586761,0.3787616504504022,,0.7448063342029418,0.5008339457204192,1.0562431359545392,0.7448063342029418,3,0.7672944719593001,79.89639923132584
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,2015,38.44,100.639,0.434546,1.7288790834464332,43.9865647318392,8.46433224598306,-0.7384221051753104,-0.18276402845841636,-0.9976547445366115,-1.4413812067068688,-1.81838911004425,-1.4140676726399084,-0.46059306681686335,-1.21951797562174,-1.6162283913420792,3,-1.0987798112602276,21.7848829948434
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,2016,41.2078,105.625,0.524752,1.8780471566078634,46.2425069943643,8.89557845705252,-0.6398362940794021,-0.05600676205522887,-0.991636363968048,-1.3916111215896256,-1.7302774965852306,-1.3993168657832489,-0.3479215280673155,-1.1916237427788368,-1.5647971811842396,3,-1.0347808173434638,23.777878990531235
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,2017,43.8399,118.755,0.534257,2.189434658274788,49.0863555848622,9.52488768872621,-0.5460839588725447,0.2777924573338304,-0.9910022076225254,-1.2877163528636342,-1.6192036930112612,-1.3777912994333195,-0.13414575076935714,-1.1393592802430799,-1.4984974962222903,3,-0.9240008424115759,27.227683947290394
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,2018,37.5465,123.098,0.640536,2.4537627776539415,51.072614509286,,-0.7702475341131648,0.3882029683625194,-0.9839114656713652,-1.1995229967280743,-1.5416252542871844,,-0.19102228287532272,-1.0917172311997199,-1.5416252542871844,3,-0.941454922787409,26.68414552319124
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,2019,36.289,132.574,0.768712,3.7284103387613254,53.791930617454,10.3256981639741,-0.8150382189361667,0.6291078733839003,-0.9753597956299468,-0.7742354920611293,-1.435415386341542,-1.3503995210339754,-0.0929651727761332,-0.874797643845538,-1.3929074536877586,3,-0.7868900901031433,31.497457010783425
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,2020,36.0166,138.664,0.903911,3.96334896455397,55.4380323721262,10.2664091345849,-0.8247407895491177,0.7839317306633643,-0.966339563777418,-0.6958479714931459,-1.3711226586723748,-1.3524275064371865,-0.020404529442876684,-0.831093767635282,-1.3617750825547805,3,-0.7377577932109798,33.02748842178313
