country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,SE.TER.ENRR,n_indicators_present,is_included,inclusion_rule
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,0.6776509428813349,1.7696394290899562,0.3073831111195953,0.6916668042455358,,0.2925239422174399,0.5838018361026256,6,True,>= 6/7 indicators non-missing after min-year rule
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,-2.0161844404457643,-1.3374864987543036,-1.3162936867529351,-1.326759378849605,-0.5202944476921293,-1.850284993696067,-1.5280372618669325,7,True,>= 6/7 indicators non-missing after min-year rule
SAS,,,,,-1.355900106998169,-1.1166579671530183,-1.1689417073038204,-0.6644804590446689,-0.6543629162442649,-0.45086662157373125,-0.7477574013357783,7,True,>= 6/7 indicators non-missing after min-year rule
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.2018736455832697,0.9261819130874863,0.731199176123421,-0.870732802831054,,0.830685422355486,0.851353300417951,6,True,>= 6/7 indicators non-missing after min-year rule
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,-0.8893489539640034,-0.138069710967279,-1.2518891930404057,-1.717293446713103,,-1.7861815753822472,-1.2863051021272598,6,True,>= 6/7 indicators non-missing after min-year rule
SGP,Singapore,East Asia & Pacific,High income,Not classified,0.9834676941493526,1.562248532665594,0.5773426264998703,1.6621608004703798,0.9312118699571288,0.6502047805705227,1.5882585544808103,7,True,>= 6/7 indicators non-missing after min-year rule
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,-0.6464956617624532,1.8983688539929995,-0.6688732581571696,-1.1314822643543068,0.3455989515277387,-0.9393800774302946,-0.7050129585446073,7,True,>= 6/7 indicators non-missing after min-year rule
SMR,San Marino,Europe & Central Asia,High income,Not classified,0.35775795821772255,-0.05785551766174127,1.0092165733664422,1.3109498162226036,,-1.1154200296285541,0.10616598749120265,6,True,>= 6/7 indicators non-missing after min-year rule
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,0.38569946790458615,0.284666118945891,0.46113517795747117,0.573052591046097,,0.20946841892055074,0.680661616659107,6,True,>= 6/7 indicators non-missing after min-year rule
SSA,,,,,-1.848864317518431,-1.1461827843556023,-1.2924313116040278,-0.3808388525038765,-1.215160444632138,-1.8031898215925193,-1.450794684116235,7,True,>= 6/7 indicators non-missing after min-year rule
SSF,,,,,-1.9006167880178895,-1.290240543973804,-1.2941798571593655,-0.4186614248336073,-1.2148669262708063,-1.8031151403400407,-1.4507850615384221,7,True,>= 6/7 indicators non-missing after min-year rule
SST,,,,,-0.21559143497621128,-0.10152947992259971,-0.310206163423971,0.7415558622662465,0.22716868501189066,-0.547972623145507,-0.9977659968329048,7,True,>= 6/7 indicators non-missing after min-year rule
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Blend,-0.07648868871831957,0.9012211779902187,-0.1920982577259287,0.15894845770659097,,-0.6346690802728037,-1.564066806939628,6,True,>= 6/7 indicators non-missing after min-year rule
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,0.7134689154300619,0.6911349909215516,0.8555379268644453,0.9672101218644702,,0.1357204928709096,0.0010659505765254931,6,True,>= 6/7 indicators non-missing after min-year rule
SVN,Slovenia,Europe & Central Asia,High income,Not classified,0.6797806886164649,0.2308042510159303,0.8502855489900075,1.2239445349184004,,0.9138893670229653,1.0558174729378702,6,True,>= 6/7 indicators non-missing after min-year rule
SWE,Sweden,Europe & Central Asia,High income,Not classified,1.035764004169314,0.43558774670830097,1.4933121460566574,1.0623346318050297,,2.0766601946800125,1.0792745800992463,6,True,>= 6/7 indicators non-missing after min-year rule
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,0.4834695334437491,1.5106791266151647,0.5425413872931119,1.54744365087033,,0.41605598502610136,-0.7163727432659803,6,True,>= 6/7 indicators non-missing after min-year rule
TEA,,,,,0.06597709096151856,0.3393849135209162,0.4936053215000641,-0.25328472460507445,0.8468905213646188,0.003846268370091978,0.05640393075051815,7,True,>= 6/7 indicators non-missing after min-year rule
TEC,,,,,0.3817548770599072,0.46023354295310825,0.1097016806238209,0.6125548494751392,1.0671473401929348,0.438456718642056,0.9703657984479365,7,True,>= 6/7 indicators non-missing after min-year rule
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,0.21650134431048482,2.0812457890410245,-0.22903151053225732,-0.08894730921055233,0.5437894885940968,-0.19324949878237677,-0.19393171055345468,7,True,>= 6/7 indicators non-missing after min-year rule
TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,-1.1612757314995292,0.034113951415837465,-1.3240071404067415,-1.3417355879850859,,0.11831391801324341,-0.46889901458990724,6,True,>= 6/7 indicators non-missing after min-year rule
TLA,,,,,0.07299437509703878,-0.3278460041319785,-0.2452574047615686,-0.043948101307487546,0.7056986927315728,0.37854071929742883,0.20230386376534654,7,True,>= 6/7 indicators non-missing after min-year rule
TSA,,,,,-1.355900106998169,-1.1166579671530183,-1.1689417073038204,-0.6644804590446689,-0.6543629162442649,-0.45086662157373125,-0.7477574013357783,7,True,>= 6/7 indicators non-missing after min-year rule
TSS,,,,,-1.8997396275009493,-1.290240543973804,-1.2941798571593655,-0.4186614248336073,-1.2148669262708063,-1.8031151403400407,-1.4507850615384221,7,True,>= 6/7 indicators non-missing after min-year rule
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,-0.10142109925182158,0.4125019964070721,-0.5352338451756891,-0.6795866052532652,-0.23853283291264246,,-0.590972710183916,6,True,>= 6/7 indicators non-missing after min-year rule
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,0.3303067812598276,-0.6675624877049116,0.009286663943138781,0.4359334258307859,,1.0412256331541496,2.255037829725458,6,True,>= 6/7 indicators non-missing after min-year rule
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,-2.270925011972885,-1.1719465813262144,-1.1969565071951258,-1.63719046210263,,-2.2645537183002857,-1.5953986403710025,6,True,>= 6/7 indicators non-missing after min-year rule
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,0.17307400427730413,0.46617343619368395,-0.1509828696335558,0.5150873144140308,,-0.13711515826321663,1.133520401504776,6,True,>= 6/7 indicators non-missing after min-year rule
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,0.677065876816536,0.7110420560607444,0.8731446881801008,0.043163529974208796,1.034096746037809,1.2795993633469616,0.6566944476102013,7,True,>= 6/7 indicators non-missing after min-year rule
USA,United States,North America,High income,Not classified,0.8935245319028458,-0.374559492527041,1.172221014454638,1.628727892707984,,0.47717314511751785,1.298624894833864,6,True,>= 6/7 indicators non-missing after min-year rule
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,0.06413856251801281,-0.725600591301674,-0.1028883138440468,-0.5933760867744704,1.109611122240749,0.28983644238702855,-1.1130077508976,7,True,>= 6/7 indicators non-missing after min-year rule
VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,0.10290116292210694,0.9029423554397075,-0.10468570014355215,0.13866737693406325,,0.21551840305739653,-0.37824910775933773,6,True,>= 6/7 indicators non-missing after min-year rule
WLD,,,,,-0.488388355744541,-0.37252337622509213,-0.21645404222432948,0.6297214507824235,0.1799323267837601,-0.47951867699608125,-0.34615683503056155,7,True,>= 6/7 indicators non-missing after min-year rule
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,0.04171395390244228,1.636017465734748,-1.158677120769042,0.7350471015746881,,0.652057718428192,-0.9653610195376954,6,True,>= 6/7 indicators non-missing after min-year rule
nan,,,,,0.8185808144960116,0.4162885867959477,1.0837918676062412,1.2888754865987933,-1.1055903053743827,0.6737832112154659,1.0594114388560212,7,True,>= 6/7 indicators non-missing after min-year rule
