country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,n_indicators_present,is_included,inclusion_rule
PRT,Portugal,Europe & Central Asia,High income,Not classified,0.4862921892954597,0.13678795628594792,1.5648624053565414,0.9788742043777886,,1.295304743861603,5,True,>= 5/6 indicators non-missing after min-year rule
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,0.20278912082433403,0.2386763878763817,-0.6468571991716798,-0.47343357134868197,0.6985800513429299,-0.1211594980795316,6,True,>= 5/6 indicators non-missing after min-year rule
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,0.37713845375572175,-1.090119216598363,-0.6965737911705537,-0.43392462060038406,0.9565523089113703,0.12220181424012237,6,True,>= 5/6 indicators non-missing after min-year rule
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.3335017842800947,1.0586970820213957,-0.47354365742804894,-0.4772759010861062,,0.611245710165165,5,True,>= 5/6 indicators non-missing after min-year rule
ROU,Romania,Europe & Central Asia,High income,IBRD,0.4599691695439723,0.14825452257073474,0.8312744627499405,0.9627330515269492,,-0.06177368442870852,5,True,>= 5/6 indicators non-missing after min-year rule
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,0.7510452470858493,1.7777685376579813,0.3911385172930016,0.7746334810017851,,0.3229538837418947,5,True,>= 5/6 indicators non-missing after min-year rule
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,-1.7851992605541334,-1.1956165326509227,-1.2207465431525708,-1.151847089207293,-0.4882692357683478,-1.7733538202664392,6,True,>= 5/6 indicators non-missing after min-year rule
SAS,,,,,-1.1635419296897378,-0.9842931829671017,-1.0744646879136948,-0.5197370414141177,-0.6208796258797021,-0.4043043145249402,6,True,>= 5/6 indicators non-missing after min-year rule
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,1.2446006286570357,0.9706161905171661,0.811876674327458,-0.7165939471520597,,0.8494366876475862,5,True,>= 5/6 indicators non-missing after min-year rule
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,-0.7242842798943186,-0.04782656446056402,-1.1568097785348768,-1.5245911112799986,,-1.7106415142776452,5,True,>= 5/6 indicators non-missing after min-year rule
SGP,Singapore,East Asia & Pacific,High income,Not classified,1.0389715474635113,1.579304423403682,0.6591374874924597,1.7009184464320004,0.9474510429168024,0.6728726676562776,6,True,>= 5/6 indicators non-missing after min-year rule
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,-2.073298988620439,-0.6984406568839617,-1.232378650480088,-1.977591507474423,,-1.0989276725278512,5,True,>= 5/6 indicators non-missing after min-year rule
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,-0.4956380410333008,1.9009570272798753,-0.5780279195643367,-0.9654654568085255,0.36820703121265685,-0.8822165090563079,6,True,>= 5/6 indicators non-missing after min-year rule
SMR,San Marino,Europe & Central Asia,High income,Not classified,0.4498661808343713,0.028934947734416825,1.0878750070911989,1.3657062187745994,,-1.0544362071457907,5,True,>= 5/6 indicators non-missing after min-year rule
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,0.47617309658619855,0.3567133333544392,0.5437739801347004,0.6614225154519068,,0.24170075359593188,5,True,>= 5/6 indicators non-missing after min-year rule
SSA,,,,,-1.6276674583443147,-1.0125471555167984,-1.1970574653387662,-0.2490161954004154,-1.1755781304283655,-1.727280663463881,6,True,>= 5/6 indicators non-missing after min-year rule
SSF,,,,,-1.6763923803916816,-1.1504041982173798,-1.1987933123138848,-0.2851158315024503,-1.175287804262777,-1.7272076028739742,6,True,>= 5/6 indicators non-missing after min-year rule
SST,,,,,-0.0899419523748808,-0.012859144414840934,-0.22196559704339458,0.8222499367076621,0.25106476791044735,-0.4993030126303207,6,True,>= 5/6 indicators non-missing after min-year rule
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Blend,0.0410232054732138,0.9467298470583918,-0.10471543434806323,0.26618211795641716,,-0.5841180644719358,5,True,>= 5/6 indicators non-missing after min-year rule
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,0.7847678482194456,0.745686456280376,0.935312431379926,1.0376249404317406,,0.1695532359421508,5,True,>= 5/6 indicators non-missing after min-year rule
SVN,Slovenia,Europe & Central Asia,High income,Not classified,0.7530504015050187,0.3051698563016731,0.9300981982032777,1.2826642996090958,,0.9308350182626123,5,True,>= 5/6 indicators non-missing after min-year rule
SWE,Sweden,Europe & Central Asia,High income,Not classified,1.0882084941154437,0.5011388008754197,1.5684548998812051,1.1284162320261333,,2.0683724828310366,5,True,>= 5/6 indicators non-missing after min-year rule
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,0.5682235586411746,1.5299547331767946,0.6245889876704092,1.591427021070399,,0.4438051498960962,5,True,>= 5/6 indicators non-missing after min-year rule
TCD,Chad,Sub-Saharan Africa ,Low income,IDA,-2.3754058104215443,-2.13256045749242,-1.232378650480088,-2.48455788604045,,-2.178632473142369,5,True,>= 5/6 indicators non-missing after min-year rule
TEA,,,,,0.1751546574082495,0.40907685212806094,0.5760083135657171,-0.1272725561704723,0.8640467417240884,0.04054082230699166,6,True,>= 5/6 indicators non-missing after min-year rule
TEC,,,,,0.4724592665108256,0.5247237614795199,0.19489272197144775,0.6991253227085151,1.0819081299009103,0.465719763778619,6,True,>= 5/6 indicators non-missing after min-year rule
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,0.3168731577983563,2.07596234119482,-0.1413804643036457,0.029578776995672063,0.5642421222417467,-0.15227775716799632,6,True,>= 5/6 indicators non-missing after min-year rule
TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,-0.9803031889461837,0.11694575020267643,-1.2284039788721057,-1.1661410852704284,,0.15252440226362807,5,True,>= 5/6 indicators non-missing after min-year rule
TLA,,,,,0.18176142649941832,-0.22943426556393778,-0.15748852012785056,0.0725281305197721,0.7243904625275922,0.40710400531578883,6,True,>= 5/6 indicators non-missing after min-year rule
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend,-1.4784411907282315,-0.1959176885628051,-1.232170871555081,-1.0802386571884555,,-0.11847641921490408,5,True,>= 5/6 indicators non-missing after min-year rule
TSA,,,,,-1.1635419296897378,-0.9842931829671017,-1.0744646879136948,-0.5197370414141177,-0.6208796258797021,-0.4043043145249402,6,True,>= 5/6 indicators non-missing after min-year rule
TSS,,,,,-1.6755665342552855,-1.1504041982173798,-1.1987933123138848,-0.2851158315024503,-1.175287804262777,-1.7272076028739742,6,True,>= 5/6 indicators non-missing after min-year rule
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.017549354892292306,0.4790467367374921,-0.4453590450975626,-0.5341550555111072,-0.2095719547608988,,5,True,>= 5/6 indicators non-missing after min-year rule
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,0.4240209130727887,-0.5545282411062864,0.09520695603326172,0.5305495562112004,,1.0554079520490112,5,True,>= 5/6 indicators non-missing after min-year rule
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,-2.0250373662555905,-1.0372019944405744,-1.1022760340358635,-1.4481370676492342,,-2.178632473142369,5,True,>= 5/6 indicators non-missing after min-year rule
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,0.27598634143152473,0.5304079822967336,-0.06389864130935372,0.6060977381012524,,-0.09736159151388199,5,True,>= 5/6 indicators non-missing after min-year rule
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,0.7504944077128732,0.7647366562571789,0.9527913259263788,0.15567155508933683,1.0492169816267811,1.288608718884233,6,True,>= 5/6 indicators non-missing after min-year rule
USA,United States,North America,High income,Not classified,0.9542901104835978,-0.2741370527059751,1.2496956500421925,1.6690085119745106,,0.50359600264057,5,True,>= 5/6 indicators non-missing after min-year rule
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,0.17342368390636378,-0.6100681949900947,-0.016153365853393328,-0.45187169524356935,1.1239100917624674,0.3203247055148539,6,True,>= 5/6 indicators non-missing after min-year rule
VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,0.2099186505198414,0.9483769394037003,-0.017937698873251924,0.24682490371774618,,0.2476194466453387,5,True,>= 5/6 indicators non-missing after min-year rule
VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA,-1.0897063300191132,-0.9998802836765991,-1.1312346341035084,-0.12157744537690904,,-0.7775661592214098,5,True,>= 5/6 indicators non-missing after min-year rule
WLD,,,,,-0.34678010079405025,-0.2721885775059925,-0.12889433819139212,0.7155099317430137,0.20434213461926332,-0.43233458988495044,6,True,>= 5/6 indicators non-missing after min-year rule
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,0.1523109274293987,1.6498981004332514,-1.064274646577427,0.8160376703818261,,0.6746853947925983,5,True,>= 5/6 indicators non-missing after min-year rule
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA,-1.909280990855366,-0.6048143208537401,-1.202522540291877,-1.3991011198056513,-0.4267799372290555,,5,True,>= 5/6 indicators non-missing after min-year rule
nan,,,,,0.883730642436056,0.4826703398971714,1.1619087081460944,1.3446374437672068,-1.067199634959269,0.6959394212902636,6,True,>= 5/6 indicators non-missing after min-year rule
