country_iso3,country_name,region,income_group,lending_type,deep_pillar_affordability,deep_pillar_skills,deep_pillar_affordability_n,deep_pillar_skills_n,deep_n_pillars_available,dii_deep_z,dii_deep_0_100,dii_core_0_100,ref_year_median,ref_year_p10,ref_year_p90,staleness_median
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,0.435521903312946,-0.3744323465523624,4,3,2,0.030544778380291793,52.45992995218936,57.70918586800006,2025.0,2023.0,2025.0,0.0
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,-0.01751479486094979,-0.6890709669254902,4,15,2,-0.35329288089322,32.39630190286881,54.30345849441301,2023.0,2023.0,2025.0,2.0
PYF,French Polynesia,East Asia & Pacific,High income,Not classified,0.018992468040047526,,4,0,1,,,70.14771945725332,2025.0,2025.0,2025.0,0.0
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,-0.601865821149924,,4,0,1,,,69.95430982714,2025.0,2025.0,2025.0,0.0
ROU,Romania,Europe & Central Asia,High income,IBRD,0.6518657334163414,-0.2962441653565317,4,13,2,0.17781078402990483,60.157690425341755,75.81689769134137,2023.0,2023.0,2025.0,2.0
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,0.638410752139278,-0.08670732932151223,4,15,2,0.27585171140888287,65.28240045057822,80.83437378305618,2024.0,2024.0,2025.0,1.0
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,0.6085533394521816,,4,0,1,,,22.870250509284386,2025.0,2025.0,2025.0,0.0
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,0.2563343884798821,0.852547068346872,4,15,2,0.554440728413377,79.84456307522336,87.65931108226943,2024.0,2024.0,2025.0,1.0
SDN,Sudan,Sub-Saharan Africa ,Low income,IDA,0.2730556861434881,,4,0,1,,,23.533911169795665,2025.0,2025.0,2025.0,0.0
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,0.41955579077849625,,4,0,1,,,33.450842189558415,2025.0,2025.0,2025.0,0.0
SGP,Singapore,East Asia & Pacific,High income,Not classified,-0.06706083170712554,0.525805175426208,4,15,2,0.22937217185954123,62.85286241309982,97.4695842221326,2024.0,2024.0,2025.0,1.0
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA,-1.0019600824433892,,4,0,1,,,30.07724771802866,2025.0,2024.3,2025.0,0.0
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,0.190693059020939,,4,0,1,,,26.573490562356255,2025.0,2022.9,2025.0,0.0
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,0.1807216087903445,,4,0,1,,,55.734667085386185,2025.0,2025.0,2025.0,0.0
SMR,San Marino,Europe & Central Asia,High income,Not classified,-0.011522088000245137,,4,0,1,,,72.12487093443599,2025.0,2025.0,2025.0,0.0
SOM,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,IDA,0.518816748935733,,4,0,1,,,17.289236898923175,2025.0,2025.0,2025.0,0.0
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,0.4295899106818516,-0.002046098310104178,4,4,2,0.21377190618587372,62.03741890362381,77.84933489400112,2024.5,2023.7,2025.0,0.5
SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA,0.005746316515763489,,4,0,1,,,13.574273448606323,2025.0,2022.9,2025.0,0.0
STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA,0.07577165320346257,,4,0,1,,,38.83995058764781,2025.0,2025.0,2025.0,0.0
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Blend,0.09265571718099211,,4,0,1,,,59.77301843320367,2025.0,2025.0,2025.0,0.0
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,0.15527837182644816,0.2858560113900102,4,15,2,0.22056719160822919,62.3926161488893,80.24473166523597,2023.0,2023.0,2025.0,2.0
SVN,Slovenia,Europe & Central Asia,High income,Not classified,0.37747495317744784,0.1638231827351831,4,15,2,0.2706490679563155,65.01045240018861,87.64372050954341,2023.0,2023.0,2025.0,2.0
SWE,Sweden,Europe & Central Asia,High income,Not classified,-0.24619241952651102,0.3780352298738777,4,14,2,0.06592140517368335,54.30910619759906,99.77716645205436,2023.0,2023.0,2025.0,2.0
SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,Blend,0.4889502489677454,,4,0,1,,,49.68438505507518,2025.0,2025.0,2025.0,0.0
SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified,-0.11474991230742237,,4,0,1,,,70.04049466799707,2025.0,2025.0,2025.0,0.0
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,0.03175500745495459,,4,0,1,,,72.675076108865,2025.0,2025.0,2025.0,0.0
SYR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,0.7142422814884958,,4,0,1,,,21.92463518749844,2025.0,2025.0,2025.0,0.0
TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,Not classified,-1.710951265141916,,4,0,1,,,54.38843590754432,2025.0,2025.0,2025.0,0.0
TCD,Chad,Sub-Saharan Africa ,Low income,IDA,0.05716102629072374,,4,0,1,,,12.58288844006801,2025.0,2022.9,2025.0,0.0
TGO,Togo,Sub-Saharan Africa ,Low income,IDA,-0.04129556371919878,,4,0,1,,,30.66118888958551,2025.0,2025.0,2025.0,0.0
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,0.5721680808831234,,4,0,1,,,72.66711017901036,2025.0,2025.0,2025.0,0.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,0.566398571472011,,4,0,1,,,47.363335262602966,2025.0,2025.0,2025.0,0.0
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD,-0.9008557319143452,,4,0,1,,,38.8552168447555,2025.0,2025.0,2025.0,0.0
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend,0.17981400970380523,,4,0,1,,,39.45257505654439,2025.0,2025.0,2025.0,0.0
TON,Tonga,East Asia & Pacific,Upper middle income,IDA,0.35038641462557985,,4,0,1,,,50.82938227381558,2025.0,2023.6,2025.0,0.0
TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD,-0.5009184767165925,,4,0,1,,,73.531104868836,2025.0,2025.0,2025.0,0.0
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,0.6571198156463458,,4,0,1,,,57.24053299294408,2025.0,2025.0,2025.0,0.0
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,0.5550194447503844,-0.21866219156628544,4,15,2,0.16817862659204952,59.65420667517666,86.47422407781535,2024.0,2023.0,2025.0,1.0
TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA,-0.5414749088090611,,4,0,1,,,54.63878952491053,2025.0,2025.0,2025.0,0.0
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,0.3240851615891371,,4,0,1,,,22.95097723216444,2025.0,2025.0,2025.0,0.0
UGA,Uganda,Sub-Saharan Africa ,Low income,IDA,0.26459482248030064,-1.7339783966174036,4,1,2,-0.7346917870685514,12.460150232907761,21.438206804708297,2025.0,2024.4,2025.0,0.0
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,0.5745016191303028,-1.138515305516256,4,5,2,-0.2820068431929766,36.122503621153996,74.0129407863062,2021.0,2021.0,2025.0,4.0
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,0.02725709129219976,0.3499341577773904,4,15,2,0.1885956245347951,60.72142622153985,87.25011120495027,2024.0,2022.0,2025.0,1.0
USA,United States,North America,High income,Not classified,-1.3349577567362245,,4,0,1,,,87.0219212170018,2025.0,2025.0,2025.0,0.0
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,0.8216172251060698,-1.2401667533949001,4,5,2,-0.20927476414441515,39.92429155422464,62.99269598113623,2023.0,2022.0,2025.0,2.0
VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend,-1.2895481504038875,,4,0,1,,,63.836117345577456,2025.0,2025.0,2025.0,0.0
VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD,0.4041991189073282,,4,0,1,,,44.43731386981827,2025.0,2025.0,2025.0,0.0
VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified,-1.634635584674413,,4,0,1,,,61.00810733625989,2025.0,2025.0,2025.0,0.0
VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified,-1.3979339927456846,,4,0,1,,,47.69850769629126,2025.0,2025.0,2025.0,0.0
VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,0.7350950386469051,-0.7874548498225009,4,7,2,-0.026179905587797925,49.49486664259881,69.48173807788358,2024.0,2023.0,2025.0,1.0
VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA,-0.3242775679079902,,4,0,1,,,44.57332569801993,2025.0,2025.0,2025.0,0.0
WSM,Samoa,East Asia & Pacific,Upper middle income,IDA,-0.30345460552515124,,4,0,1,,,34.052344925234294,2025.0,2025.0,2025.0,0.0
YEM,"Yemen, Rep.","Middle East, North Africa, Afghanistan & Pakistan",Low income,IDA,0.28010697768010945,,4,0,1,,,14.697335920917554,2025.0,2025.0,2025.0,0.0
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,0.46074836280651527,,4,0,1,,,66.12811479827113,2025.0,2025.0,2025.0,0.0
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA,0.6945474523385975,,4,0,1,,,28.61625472250883,2025.0,2025.0,2025.0,0.0
ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend,-0.8922149626078496,,4,0,1,,,34.86265231975679,2025.0,2024.3,2025.0,0.0
